PS C:\Users\Admin\.spyder-py3\QvC-3_docs> & C:/Users/Admin/anaconda3/envs/QvC-MCC-3/python.exe c:/Users/Admin/.spyder-py3/QvC-3_docs/FT_CML.py
Using device: cuda
INFO:__main__:Loading data...
INFO:__main__:Loading model for fine-tuning...
Some weights of BertForSequenceClassification were not initialized from the model checkpoint at bert-base-uncased and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
INFO:__main__:Calculating class weights for imbalance handling...
INFO:__main__:Class weights - min: 2.831, max: 301.832, mean: 53.389
DEBUG transformers version: 4.55.4
DEBUG TrainingArguments from: transformers.training_args
INFO:__main__:Starting training...
{'loss': 1.3574, 'grad_norm': 3.1494712829589844, 'learning_rate': 1.5622041280060595e-07, 'epoch': 0.02}
{'loss': 1.2775, 'grad_norm': 2.5719869136810303, 'learning_rate': 2.6809947610932276e-06, 'epoch': 0.32}
{'loss': 1.2738, 'grad_norm': 5.556840419769287, 'learning_rate': 2.8387931578615162e-06, 'epoch': 0.34}
{'loss': 1.2382, 'grad_norm': 5.667796611785889, 'learning_rate': 2.9965915546298053e-06, 'epoch': 0.36}
{'loss': 1.2159, 'grad_norm': 3.935129404067993, 'learning_rate': 3.1543899513980944e-06, 'epoch': 0.38}
{'loss': 1.173, 'grad_norm': 1.504856824874878, 'learning_rate': 3.3121883481663826e-06, 'epoch': 0.4}
{'loss': 1.1941, 'grad_norm': 1.8046071529388428, 'learning_rate': 3.4699867449346716e-06, 'epoch': 0.42}
{'loss': 1.1644, 'grad_norm': 3.1422934532165527, 'learning_rate': 3.6277851417029607e-06, 'epoch': 0.44}
{'loss': 1.1517, 'grad_norm': 2.3780384063720703, 'learning_rate': 3.785583538471249e-06, 'epoch': 0.45}
{'loss': 1.1171, 'grad_norm': 7.849192142486572, 'learning_rate': 3.943381935239538e-06, 'epoch': 0.47}                                                                                                                           
{'loss': 1.0971, 'grad_norm': 3.553584575653076, 'learning_rate': 4.1011803320078275e-06, 'epoch': 0.49}                                                                                                                          
{'loss': 1.0807, 'grad_norm': 3.211099624633789, 'learning_rate': 4.258978728776116e-06, 'epoch': 0.51}                                                                                                                           
{'loss': 1.0948, 'grad_norm': 2.4428834915161133, 'learning_rate': 4.416777125544405e-06, 'epoch': 0.53}                                                                                                                          
{'loss': 1.0287, 'grad_norm': 3.226526975631714, 'learning_rate': 4.574575522312693e-06, 'epoch': 0.55}                                                                                                                           
{'loss': 1.0712, 'grad_norm': 2.11384916305542, 'learning_rate': 4.732373919080983e-06, 'epoch': 0.57}                                                                                                                            
{'loss': 1.0406, 'grad_norm': 2.027543544769287, 'learning_rate': 4.8901723158492715e-06, 'epoch': 0.59}                                                                                                                          
{'loss': 1.0462, 'grad_norm': 4.372913360595703, 'learning_rate': 5.04797071261756e-06, 'epoch': 0.61}                                                                                                                            
{'loss': 1.0166, 'grad_norm': 2.5768473148345947, 'learning_rate': 5.205769109385849e-06, 'epoch': 0.62}                                                                                                                          
{'loss': 1.0103, 'grad_norm': 2.4965343475341797, 'learning_rate': 5.363567506154138e-06, 'epoch': 0.64}                                                                                                                          
{'loss': 0.9713, 'grad_norm': 2.9386041164398193, 'learning_rate': 5.521365902922426e-06, 'epoch': 0.66}                                                                                                                          
{'loss': 0.9707, 'grad_norm': 2.1158742904663086, 'learning_rate': 5.6791642996907155e-06, 'epoch': 0.68}
{'loss': 1.0244, 'grad_norm': 4.529600143432617, 'learning_rate': 5.836962696459004e-06, 'epoch': 0.7}                                                                                                                            
{'loss': 1.04, 'grad_norm': 17.6774959564209, 'learning_rate': 5.994761093227294e-06, 'epoch': 0.72}                                                                                                                              
{'loss': 0.9723, 'grad_norm': 14.758540153503418, 'learning_rate': 6.1525594899955814e-06, 'epoch': 0.74}                                                                                                                         
{'loss': 0.9807, 'grad_norm': 2.5942797660827637, 'learning_rate': 6.310357886763871e-06, 'epoch': 0.76}                                                                                                                          
{'loss': 0.9277, 'grad_norm': 2.1232032775878906, 'learning_rate': 6.468156283532159e-06, 'epoch': 0.78}                                                                                                                          
{'loss': 0.9622, 'grad_norm': 3.76466703414917, 'learning_rate': 6.625954680300449e-06, 'epoch': 0.8}                                                                                                                             
{'loss': 0.9538, 'grad_norm': 1.7003129720687866, 'learning_rate': 6.783753077068737e-06, 'epoch': 0.81}                                                                                                                          
{'loss': 0.9361, 'grad_norm': 5.090527534484863, 'learning_rate': 6.9415514738370255e-06, 'epoch': 0.83}                                                                                                                          
{'loss': 0.9534, 'grad_norm': 1.984142541885376, 'learning_rate': 7.099349870605315e-06, 'epoch': 0.85}                                                                                                                           
{'loss': 0.9636, 'grad_norm': 3.9846630096435547, 'learning_rate': 7.257148267373604e-06, 'epoch': 0.87}                                                                                                                          
{'loss': 0.9462, 'grad_norm': 2.386559009552002, 'learning_rate': 7.414946664141893e-06, 'epoch': 0.89}                                                                                                                           
{'loss': 0.9612, 'grad_norm': 1.8187618255615234, 'learning_rate': 7.572745060910182e-06, 'epoch': 0.91}                                                                                                                          
{'loss': 0.9065, 'grad_norm': 6.0692949295043945, 'learning_rate': 7.73054345767847e-06, 'epoch': 0.93}                                                                                                                           
{'loss': 0.9054, 'grad_norm': 2.814544677734375, 'learning_rate': 7.88834185444676e-06, 'epoch': 0.95}                                                                                                                            
{'loss': 0.9513, 'grad_norm': 3.7744905948638916, 'learning_rate': 8.046140251215048e-06, 'epoch': 0.97}                                                                                                                          
{'loss': 0.9344, 'grad_norm': 12.081124305725098, 'learning_rate': 8.203938647983337e-06, 'epoch': 0.98}                                                                                                                          
{'eval_loss': 0.8995019197463989, 'eval_macro_f1': 0.21023118803528637, 'eval_micro_f1': 0.23384645553485636, 'eval_mean_precision': 0.12933933471222317, 'eval_mean_recall': 0.7645812924540843, 'eval_runtime': 21.691, 'eval_samples_per_second': 973.77, 'eval_steps_per_second': 60.901, 'epoch': 1.0}
{'loss': 0.8675, 'grad_norm': 3.6899118423461914, 'learning_rate': 8.361737044751627e-06, 'epoch': 1.0}                                                                                                                           
{'loss': 0.901, 'grad_norm': 2.0813446044921875, 'learning_rate': 8.519535441519914e-06, 'epoch': 1.02}
{'loss': 0.8975, 'grad_norm': 7.352511405944824, 'learning_rate': 8.677333838288202e-06, 'epoch': 1.04}                                                                                                                           
{'loss': 0.8811, 'grad_norm': 5.079989433288574, 'learning_rate': 8.835132235056492e-06, 'epoch': 1.06}                                                                                                                           
{'loss': 0.8605, 'grad_norm': 5.489657402038574, 'learning_rate': 8.992930631824781e-06, 'epoch': 1.08}                                                                                                                           
{'loss': 0.9151, 'grad_norm': 8.97372055053711, 'learning_rate': 9.15072902859307e-06, 'epoch': 1.1}                                                                                                                              
{'loss': 0.8781, 'grad_norm': 7.180638790130615, 'learning_rate': 9.308527425361358e-06, 'epoch': 1.12}                                                                                                                           
{'loss': 0.8999, 'grad_norm': 4.928455352783203, 'learning_rate': 9.466325822129648e-06, 'epoch': 1.14}                                                                                                                           
{'loss': 0.8753, 'grad_norm': 4.469260215759277, 'learning_rate': 9.624124218897937e-06, 'epoch': 1.16}                                                                                                                           
{'loss': 0.9252, 'grad_norm': 1.947025179862976, 'learning_rate': 9.781922615666225e-06, 'epoch': 1.17}                                                                                                                           
{'loss': 0.8619, 'grad_norm': 3.5850837230682373, 'learning_rate': 9.939721012434513e-06, 'epoch': 1.19}                                                                                                                          
{'loss': 0.8632, 'grad_norm': 5.333497524261475, 'learning_rate': 1.0097519409202804e-05, 'epoch': 1.21}                                                                                                                          
{'loss': 0.8597, 'grad_norm': 2.2676968574523926, 'learning_rate': 1.0255317805971092e-05, 'epoch': 1.23}                                                                                                                         
{'loss': 0.8734, 'grad_norm': 7.508714199066162, 'learning_rate': 1.041311620273938e-05, 'epoch': 1.25}                                                                                                                           
{'loss': 0.867, 'grad_norm': 3.0088229179382324, 'learning_rate': 1.057091459950767e-05, 'epoch': 1.27}                                                                                                                           
{'loss': 0.872, 'grad_norm': 3.0905871391296387, 'learning_rate': 1.0728712996275959e-05, 'epoch': 1.29}                                                                                                                          
{'loss': 0.8721, 'grad_norm': 2.636486291885376, 'learning_rate': 1.0886511393044248e-05, 'epoch': 1.31}                                                                                                                          
{'loss': 0.8331, 'grad_norm': 4.365432262420654, 'learning_rate': 1.1044309789812536e-05, 'epoch': 1.33}                                                                                                                          
{'loss': 0.8467, 'grad_norm': 4.218166828155518, 'learning_rate': 1.1202108186580824e-05, 'epoch': 1.34}                                                                                                                          
{'loss': 0.8921, 'grad_norm': 3.2291359901428223, 'learning_rate': 1.1359906583349115e-05, 'epoch': 1.36}                                                                                                                         
{'loss': 0.8811, 'grad_norm': 8.018709182739258, 'learning_rate': 1.1517704980117403e-05, 'epoch': 1.38}                                                                                                                          
{'loss': 0.8535, 'grad_norm': 2.3286244869232178, 'learning_rate': 1.167550337688569e-05, 'epoch': 1.4}
{'loss': 0.8433, 'grad_norm': 4.357034683227539, 'learning_rate': 1.183330177365398e-05, 'epoch': 1.42}                                                                                                                           
{'loss': 0.871, 'grad_norm': 2.677989959716797, 'learning_rate': 1.199110017042227e-05, 'epoch': 1.44}                                                                                                                            
{'loss': 0.845, 'grad_norm': 2.022692918777466, 'learning_rate': 1.2148898567190557e-05, 'epoch': 1.46}                                                                                                                           
{'loss': 0.8184, 'grad_norm': 4.324102878570557, 'learning_rate': 1.2306696963958847e-05, 'epoch': 1.48}                                                                                                                          
{'loss': 0.8296, 'grad_norm': 3.738968849182129, 'learning_rate': 1.2464495360727135e-05, 'epoch': 1.5}                                                                                                                           
{'loss': 0.8594, 'grad_norm': 2.85207200050354, 'learning_rate': 1.2622293757495424e-05, 'epoch': 1.51}                                                                                                                           
{'loss': 0.8583, 'grad_norm': 6.081366539001465, 'learning_rate': 1.2780092154263712e-05, 'epoch': 1.53}                                                                                                                          
{'loss': 0.8599, 'grad_norm': 2.7907421588897705, 'learning_rate': 1.2937890551032003e-05, 'epoch': 1.55}                                                                                                                         
{'loss': 0.8619, 'grad_norm': 8.415301322937012, 'learning_rate': 1.309568894780029e-05, 'epoch': 1.57}                                                                                                                           
{'loss': 0.8304, 'grad_norm': 3.821747303009033, 'learning_rate': 1.325348734456858e-05, 'epoch': 1.59}                                                                                                                           
{'loss': 0.84, 'grad_norm': 16.92643928527832, 'learning_rate': 1.3411285741336868e-05, 'epoch': 1.61}                                                                                                                            
{'loss': 0.8301, 'grad_norm': 5.659687519073486, 'learning_rate': 1.3569084138105156e-05, 'epoch': 1.63}                                                                                                                          
{'loss': 0.8555, 'grad_norm': 5.8132004737854, 'learning_rate': 1.3726882534873447e-05, 'epoch': 1.65}                                                                                                                            
{'loss': 0.8605, 'grad_norm': 3.1300125122070312, 'learning_rate': 1.3884680931641737e-05, 'epoch': 1.67}                                                                                                                         
{'loss': 0.8064, 'grad_norm': 3.2604548931121826, 'learning_rate': 1.4042479328410024e-05, 'epoch': 1.69}                                                                                                                         
{'loss': 0.8148, 'grad_norm': 14.793617248535156, 'learning_rate': 1.4200277725178312e-05, 'epoch': 1.7}                                                                                                                          
{'loss': 0.833, 'grad_norm': 2.711880683898926, 'learning_rate': 1.4358076121946602e-05, 'epoch': 1.72}                                                                                                                           
{'loss': 0.8462, 'grad_norm': 8.472515106201172, 'learning_rate': 1.451587451871489e-05, 'epoch': 1.74}                                                                                                                           
{'loss': 0.8536, 'grad_norm': 4.898401737213135, 'learning_rate': 1.467367291548318e-05, 'epoch': 1.76}                                                                                                                           
{'loss': 0.8497, 'grad_norm': 3.7309186458587646, 'learning_rate': 1.4831471312251468e-05, 'epoch': 1.78}                                                                                                                         
{'loss': 0.8211, 'grad_norm': 2.8160135746002197, 'learning_rate': 1.4989269709019758e-05, 'epoch': 1.8}                                                                                                                          
{'loss': 0.8408, 'grad_norm': 2.0648698806762695, 'learning_rate': 1.5147068105788046e-05, 'epoch': 1.82}                                                                                                                         
{'loss': 0.8231, 'grad_norm': 8.440908432006836, 'learning_rate': 1.5304866502556333e-05, 'epoch': 1.84}                                                                                                                          
{'loss': 0.8395, 'grad_norm': 3.4811813831329346, 'learning_rate': 1.5462664899324626e-05, 'epoch': 1.86}                                                                                                                         
{'loss': 0.8667, 'grad_norm': 13.48878002166748, 'learning_rate': 1.5620463296092912e-05, 'epoch': 1.87}                                                                                                                          
{'loss': 0.8578, 'grad_norm': 3.1036789417266846, 'learning_rate': 1.5778261692861202e-05, 'epoch': 1.89}                                                                                                                         
{'loss': 0.797, 'grad_norm': 4.0352864265441895, 'learning_rate': 1.593606008962949e-05, 'epoch': 1.91}                                                                                                                           
{'loss': 0.8452, 'grad_norm': 1.7148751020431519, 'learning_rate': 1.6093858486397777e-05, 'epoch': 1.93}                                                                                                                         
{'loss': 0.8127, 'grad_norm': 1.7219661474227905, 'learning_rate': 1.6251656883166067e-05, 'epoch': 1.95}                                                                                                                         
{'loss': 0.8218, 'grad_norm': 2.6086370944976807, 'learning_rate': 1.6409455279934356e-05, 'epoch': 1.97}                                                                                                                         
{'loss': 0.8597, 'grad_norm': 6.83812952041626, 'learning_rate': 1.6567253676702646e-05, 'epoch': 1.99}                                                                                                                           
{'eval_loss': 0.8242917060852051, 'eval_macro_f1': 0.23486283108659817, 'eval_micro_f1': 0.24623694400156185, 'eval_mean_precision': 0.14971576374145332, 'eval_mean_recall': 0.7931200008759106, 'eval_runtime': 22.0639, 'eval_samples_per_second': 957.31, 'eval_steps_per_second': 59.872, 'epoch': 2.0}
{'loss': 0.8173, 'grad_norm': 4.189461708068848, 'learning_rate': 1.6725052073470935e-05, 'epoch': 2.01}                                                                                                                          
{'loss': 0.7607, 'grad_norm': 4.487663269042969, 'learning_rate': 1.688285047023922e-05, 'epoch': 2.03}
{'loss': 0.7653, 'grad_norm': 4.980672359466553, 'learning_rate': 1.704064886700751e-05, 'epoch': 2.05}                                                                                                                           
{'loss': 0.7431, 'grad_norm': 2.8912220001220703, 'learning_rate': 1.71984472637758e-05, 'epoch': 2.06}                                                                                                                           
{'loss': 0.7546, 'grad_norm': 4.2413787841796875, 'learning_rate': 1.735624566054409e-05, 'epoch': 2.08}                                                                                                                          
{'loss': 0.7834, 'grad_norm': 2.349409341812134, 'learning_rate': 1.751404405731238e-05, 'epoch': 2.1}                                                                                                                            
{'loss': 0.7646, 'grad_norm': 4.844527721405029, 'learning_rate': 1.7671842454080665e-05, 'epoch': 2.12}                                                                                                                          
{'loss': 0.7562, 'grad_norm': 8.527527809143066, 'learning_rate': 1.7829640850848955e-05, 'epoch': 2.14}                                                                                                                          
{'loss': 0.7605, 'grad_norm': 6.328463554382324, 'learning_rate': 1.7987439247617244e-05, 'epoch': 2.16}                                                                                                                          
{'loss': 0.7603, 'grad_norm': 3.7095024585723877, 'learning_rate': 1.8145237644385534e-05, 'epoch': 2.18}                                                                                                                         
{'loss': 0.7977, 'grad_norm': 4.337777614593506, 'learning_rate': 1.8303036041153823e-05, 'epoch': 2.2}                                                                                                                           
{'loss': 0.7528, 'grad_norm': 4.400655269622803, 'learning_rate': 1.8460834437922113e-05, 'epoch': 2.22}                                                                                                                          
{'loss': 0.7655, 'grad_norm': 3.9010372161865234, 'learning_rate': 1.86186328346904e-05, 'epoch': 2.23}                                                                                                                           
{'loss': 0.7796, 'grad_norm': 3.1622109413146973, 'learning_rate': 1.877643123145869e-05, 'epoch': 2.25}                                                                                                                          
{'loss': 0.7473, 'grad_norm': 2.1880359649658203, 'learning_rate': 1.8934229628226978e-05, 'epoch': 2.27}                                                                                                                         
{'loss': 0.7977, 'grad_norm': 2.776380777359009, 'learning_rate': 1.9092028024995267e-05, 'epoch': 2.29}                                                                                                                          
{'loss': 0.7775, 'grad_norm': 4.777427673339844, 'learning_rate': 1.9249826421763557e-05, 'epoch': 2.31}                                                                                                                          
{'loss': 0.7678, 'grad_norm': 3.745837688446045, 'learning_rate': 1.9407624818531843e-05, 'epoch': 2.33}                                                                                                                          
{'loss': 0.7712, 'grad_norm': 3.9452390670776367, 'learning_rate': 1.9565423215300133e-05, 'epoch': 2.35}                                                                                                                         
{'loss': 0.7557, 'grad_norm': 3.5845425128936768, 'learning_rate': 1.9723221612068422e-05, 'epoch': 2.37}                                                                                                                         
{'loss': 0.8073, 'grad_norm': 12.353940963745117, 'learning_rate': 1.988102000883671e-05, 'epoch': 2.39}                                                                                                                          
{'loss': 0.7821, 'grad_norm': 6.439816951751709, 'learning_rate': 2.0038818405605e-05, 'epoch': 2.4}                                                                                                                              
{'loss': 0.7392, 'grad_norm': 5.891674518585205, 'learning_rate': 2.019661680237329e-05, 'epoch': 2.42}                                                                                                                           
{'loss': 0.7898, 'grad_norm': 2.7696993350982666, 'learning_rate': 2.0354415199141577e-05, 'epoch': 2.44}                                                                                                                         
{'loss': 0.7637, 'grad_norm': 1.8721976280212402, 'learning_rate': 2.0512213595909866e-05, 'epoch': 2.46}                                                                                                                         
{'loss': 0.8082, 'grad_norm': 6.728735446929932, 'learning_rate': 2.0670011992678156e-05, 'epoch': 2.48}                                                                                                                          
{'loss': 0.753, 'grad_norm': 3.140807867050171, 'learning_rate': 2.0827810389446445e-05, 'epoch': 2.5}                                                                                                                            
{'loss': 0.7943, 'grad_norm': 8.81477165222168, 'learning_rate': 2.0985608786214734e-05, 'epoch': 2.52}                                                                                                                           
{'loss': 0.777, 'grad_norm': 1.3634898662567139, 'learning_rate': 2.114340718298302e-05, 'epoch': 2.54}                                                                                                                           
{'loss': 0.7604, 'grad_norm': 3.3806121349334717, 'learning_rate': 2.130120557975131e-05, 'epoch': 2.56}                                                                                                                          
{'loss': 0.7617, 'grad_norm': 3.0260374546051025, 'learning_rate': 2.14590039765196e-05, 'epoch': 2.58}                                                                                                                           
{'loss': 0.7892, 'grad_norm': 7.659669399261475, 'learning_rate': 2.161680237328789e-05, 'epoch': 2.59}                                                                                                                           
{'loss': 0.7924, 'grad_norm': 8.972299575805664, 'learning_rate': 2.177460077005618e-05, 'epoch': 2.61}                                                                                                                           
{'loss': 0.7948, 'grad_norm': 2.557546854019165, 'learning_rate': 2.1932399166824465e-05, 'epoch': 2.63}                                                                                                                          
{'loss': 0.8192, 'grad_norm': 5.178040027618408, 'learning_rate': 2.2090197563592754e-05, 'epoch': 2.65}                                                                                                                          
{'loss': 0.7627, 'grad_norm': 2.905320405960083, 'learning_rate': 2.2247995960361044e-05, 'epoch': 2.67}                                                                                                                          
{'loss': 0.7705, 'grad_norm': 5.411073684692383, 'learning_rate': 2.2405794357129333e-05, 'epoch': 2.69}                                                                                                                          
{'loss': 0.791, 'grad_norm': 2.4988720417022705, 'learning_rate': 2.2563592753897623e-05, 'epoch': 2.71}                                                                                                                          
{'loss': 0.7923, 'grad_norm': 2.75592041015625, 'learning_rate': 2.2721391150665912e-05, 'epoch': 2.73}                                                                                                                           
{'loss': 0.7789, 'grad_norm': 7.282747268676758, 'learning_rate': 2.2879189547434198e-05, 'epoch': 2.75}                                                                                                                          
{'loss': 0.82, 'grad_norm': 4.112342834472656, 'learning_rate': 2.3036987944202488e-05, 'epoch': 2.76}                                                                                                                            
{'loss': 0.7735, 'grad_norm': 1.921251654624939, 'learning_rate': 2.3194786340970777e-05, 'epoch': 2.78}                                                                                                                          
{'loss': 0.7755, 'grad_norm': 8.392027854919434, 'learning_rate': 2.3352584737739067e-05, 'epoch': 2.8}                                                                                                                           
{'loss': 0.8071, 'grad_norm': 3.2199959754943848, 'learning_rate': 2.3510383134507356e-05, 'epoch': 2.82}                                                                                                                         
{'loss': 0.824, 'grad_norm': 3.6066551208496094, 'learning_rate': 2.3668181531275642e-05, 'epoch': 2.84}                                                                                                                          
{'loss': 0.793, 'grad_norm': 2.548469066619873, 'learning_rate': 2.382597992804393e-05, 'epoch': 2.86}                                                                                                                            
{'loss': 0.8263, 'grad_norm': 2.3807718753814697, 'learning_rate': 2.398377832481222e-05, 'epoch': 2.88}                                                                                                                          
{'loss': 0.7689, 'grad_norm': 3.1287596225738525, 'learning_rate': 2.414157672158051e-05, 'epoch': 2.9}                                                                                                                           
{'loss': 0.7914, 'grad_norm': 2.8801822662353516, 'learning_rate': 2.42993751183488e-05, 'epoch': 2.92}                                                                                                                           
{'loss': 0.7698, 'grad_norm': 7.5160088539123535, 'learning_rate': 2.4457173515117086e-05, 'epoch': 2.94}                                                                                                                         
{'loss': 0.7858, 'grad_norm': 3.6583738327026367, 'learning_rate': 2.4614971911885376e-05, 'epoch': 2.95}                                                                                                                         
{'loss': 0.8172, 'grad_norm': 3.99821400642395, 'learning_rate': 2.4772770308653665e-05, 'epoch': 2.97}                                                                                                                           
{'loss': 0.8185, 'grad_norm': 1.9957261085510254, 'learning_rate': 2.493056870542195e-05, 'epoch': 2.99}                                                                                                                          
{'eval_loss': 0.8361783623695374, 'eval_macro_f1': 0.25623693628417415, 'eval_micro_f1': 0.27235476040509266, 'eval_mean_precision': 0.1659810622109137, 'eval_mean_recall': 0.7724317513043734, 'eval_runtime': 22.8119, 'eval_samples_per_second': 925.921, 'eval_steps_per_second': 57.908, 'epoch': 3.0}                                                                                                                                                        
{'loss': 0.7251, 'grad_norm': 2.2428925037384033, 'learning_rate': 2.508836710219024e-05, 'epoch': 3.01}                                                                                                                          
{'loss': 0.6789, 'grad_norm': 7.678648948669434, 'learning_rate': 2.524616549895853e-05, 'epoch': 3.03}
{'loss': 0.667, 'grad_norm': 8.299560546875, 'learning_rate': 2.5403963895726823e-05, 'epoch': 3.05}                                                                                                                              
{'loss': 0.698, 'grad_norm': 2.8308351039886475, 'learning_rate': 2.5561762292495113e-05, 'epoch': 3.07}                                                                                                                          
{'loss': 0.7116, 'grad_norm': 2.9944639205932617, 'learning_rate': 2.57195606892634e-05, 'epoch': 3.09}                                                                                                                           
{'loss': 0.6687, 'grad_norm': 3.166435956954956, 'learning_rate': 2.5877359086031688e-05, 'epoch': 3.11}                                                                                                                          
{'loss': 0.7015, 'grad_norm': 2.8857223987579346, 'learning_rate': 2.6035157482799978e-05, 'epoch': 3.12}                                                                                                                         
{'loss': 0.6976, 'grad_norm': 6.433523654937744, 'learning_rate': 2.6192955879568264e-05, 'epoch': 3.14}                                                                                                                          
{'loss': 0.6937, 'grad_norm': 4.139236927032471, 'learning_rate': 2.6350754276336553e-05, 'epoch': 3.16}                                                                                                                          
{'loss': 0.7141, 'grad_norm': 9.748419761657715, 'learning_rate': 2.6508552673104843e-05, 'epoch': 3.18}                                                                                                                          
{'loss': 0.6632, 'grad_norm': 2.3425819873809814, 'learning_rate': 2.666635106987313e-05, 'epoch': 3.2}                                                                                                                           
{'loss': 0.7116, 'grad_norm': 1.9333735704421997, 'learning_rate': 2.6824149466641418e-05, 'epoch': 3.22}                                                                                                                         
{'loss': 0.7398, 'grad_norm': 1.9741038084030151, 'learning_rate': 2.6981947863409708e-05, 'epoch': 3.24}                                                                                                                         
{'loss': 0.6887, 'grad_norm': 2.3376288414001465, 'learning_rate': 2.7139746260178e-05, 'epoch': 3.26}                                                                                                                            
{'loss': 0.7107, 'grad_norm': 2.4987633228302, 'learning_rate': 2.729754465694629e-05, 'epoch': 3.28}                                                                                                                             
{'loss': 0.7248, 'grad_norm': 4.097463607788086, 'learning_rate': 2.7455343053714576e-05, 'epoch': 3.29}                                                                                                                          
{'loss': 0.708, 'grad_norm': 5.06877326965332, 'learning_rate': 2.7613141450482866e-05, 'epoch': 3.31}                                                                                                                            
{'loss': 0.7169, 'grad_norm': 3.7211813926696777, 'learning_rate': 2.7770939847251155e-05, 'epoch': 3.33}                                                                                                                         
{'loss': 0.6869, 'grad_norm': 6.1431884765625, 'learning_rate': 2.792873824401944e-05, 'epoch': 3.35}                                                                                                                             
{'loss': 0.694, 'grad_norm': 3.822293758392334, 'learning_rate': 2.808653664078773e-05, 'epoch': 3.37}                                                                                                                            
{'loss': 0.7015, 'grad_norm': 8.981319427490234, 'learning_rate': 2.824433503755602e-05, 'epoch': 3.39}                                                                                                                           
{'loss': 0.7909, 'grad_norm': 3.4886634349823, 'learning_rate': 2.8402133434324306e-05, 'epoch': 3.41}                                                                                                                            
{'loss': 0.6873, 'grad_norm': 4.828599452972412, 'learning_rate': 2.8559931831092596e-05, 'epoch': 3.43}                                                                                                                          
{'loss': 0.7135, 'grad_norm': 9.102496147155762, 'learning_rate': 2.8717730227860885e-05, 'epoch': 3.45}                                                                                                                          
{'loss': 0.7118, 'grad_norm': 3.032515048980713, 'learning_rate': 2.8875528624629178e-05, 'epoch': 3.47}                                                                                                                          
{'loss': 0.7179, 'grad_norm': 3.3724019527435303, 'learning_rate': 2.9033327021397468e-05, 'epoch': 3.48}                                                                                                                         
{'loss': 0.7219, 'grad_norm': 3.3449180126190186, 'learning_rate': 2.9191125418165754e-05, 'epoch': 3.5}                                                                                                                          
{'loss': 0.7359, 'grad_norm': 10.032657623291016, 'learning_rate': 2.9348923814934043e-05, 'epoch': 3.52}                                                                                                                         
{'loss': 0.7267, 'grad_norm': 7.836054801940918, 'learning_rate': 2.9506722211702333e-05, 'epoch': 3.54}                                                                                                                          
{'loss': 0.7327, 'grad_norm': 2.6886725425720215, 'learning_rate': 2.966452060847062e-05, 'epoch': 3.56}                                                                                                                          
